time/time_elapsed,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,time/total_timesteps,train/policy_gradient_loss,train/entropy_loss,train/clip_range,train/loss,train/explained_variance,train/n_updates,train/value_loss,train/learning_rate,train/approx_kl,train/clip_fraction
6468,0.27838496,147,1.04,46,301056,-0.03918663238437148,-3.8410245813429356,0.2,-0.06996259093284607,0.22307991981506348,1460,0.019125694097601807,0.0003,0.12244539,0.397900390625
6512,0.3180777800000001,148,1.03,46,303104,-0.028525420060032048,-3.774306353926659,0.2,-0.03961290046572685,0.24601197242736816,1470,0.018232453768723643,0.0003,0.12486099,0.413671875
6557,0.32953076000000003,149,1.0,46,305152,-0.040252938310732136,-3.6896484538912775,0.2,-0.0427732989192009,0.2543805241584778,1480,0.017691665329039097,0.0003,0.14368626,0.42421875
6599,0.29768767999999995,150,1.01,46,307200,-0.04038343934662407,-3.6649556405842305,0.2,-0.06141512840986252,0.2313433289527893,1490,0.017488916986621916,0.0003,0.120766714,0.397705078125
6642,0.30754988999999994,151,1.0,46,309248,-0.04627883630455472,-3.72480638846755,0.2,-0.0825873464345932,0.23088139295578003,1500,0.018372911761980505,0.0003,0.1098999,0.40283203125
6685,0.30070638,152,1.02,46,311296,-0.033872442891879476,-3.5997727140784264,0.2,-0.0974937304854393,0.22825956344604492,1510,0.017459284103824756,0.0003,0.10268934,0.3904296875
6728,0.31894870999999997,153,1.01,46,313344,-0.034752402953745334,-3.619497498869896,0.2,-0.07958852499723434,0.21215510368347168,1520,0.018531575539964252,0.0003,0.12707958,0.390869140625
6771,0.31265244999999997,154,1.01,46,315392,-0.042771509864542166,-3.557963535934687,0.2,-0.06156003102660179,0.2453937530517578,1530,0.01964688258012757,0.0003,0.14547117,0.410888671875
6813,0.31914169,155,1.0,46,317440,-0.028464265637740026,-3.557135561108589,0.2,-0.06096863001585007,0.24125444889068604,1540,0.017972696566721423,0.0003,0.14708897,0.4130859375
6855,0.31810467,156,1.01,46,319488,-0.029457146173808724,-3.5318858101963997,0.2,-0.053979918360710144,0.2508866786956787,1550,0.018889354076236486,0.0003,0.10701038,0.4025390625
6898,0.34614891999999997,157,1.01,46,321536,-0.0341510077167186,-3.4911702513694762,0.2,-0.0677863284945488,0.22692644596099854,1560,0.019018654961837456,0.0003,0.12622446,0.414990234375
6938,0.33047379000000005,158,1.0,46,323584,-0.03086116913909791,-3.4389571219682695,0.2,-0.05498189851641655,0.23728489875793457,1570,0.017890868615359067,0.0003,0.16106738,0.41376953125
6980,0.30792400999999997,159,1.0,46,325632,-0.03945697945018765,-3.4325776629149916,0.2,-0.05920444428920746,0.2536768913269043,1580,0.01748349289118778,0.0003,0.120317474,0.396435546875
7021,0.32458528000000003,160,1.0,46,327680,-0.02400897800544044,-3.3375130288302897,0.2,-0.051272790879011154,0.221882164478302,1590,0.01795228814589791,0.0003,0.10549541,0.413037109375
7064,0.33528977000000004,161,1.0,46,329728,-0.03793429539509816,-3.3220674321055412,0.2,-0.06824004650115967,0.2530444860458374,1600,0.01800043385592289,0.0003,0.13451137,0.387548828125
7107,0.32651895000000003,162,1.0,46,331776,-0.0339985960337799,-3.2712452858686447,0.2,-0.03699657320976257,0.21526867151260376,1610,0.018702635032241233,0.0003,0.13458864,0.400048828125
7149,0.3579756499999999,163,1.0,46,333824,-0.026970472710672766,-3.246799871325493,0.2,-0.055006518959999084,0.24424874782562256,1620,0.018514343566494063,0.0003,0.11800631,0.40693359375
7194,0.32857738000000003,164,1.0,46,335872,-0.039294512645574285,-3.2261308930814265,0.2,-0.08007794618606567,0.2500309348106384,1630,0.017659338685916737,0.0003,0.114718705,0.40068359375
7240,0.32183994000000005,165,1.01,46,337920,-0.028954746035742572,-3.186369530111551,0.2,-0.032971013337373734,0.22612923383712769,1640,0.017504579472006298,0.0003,0.14733696,0.410546875
7285,0.31812507,166,1.0,46,339968,-0.02209435788099654,-3.1779907517135144,0.2,-0.07116839289665222,0.2682318687438965,1650,0.01821043717500288,0.0003,0.14532699,0.385888671875
7331,0.31547314000000004,167,1.01,46,342016,-0.029715657932683825,-3.093096176534891,0.2,-0.008386828005313873,0.23892074823379517,1660,0.018302254989976063,0.0003,0.12807095,0.38037109375
7377,0.3024987099999999,168,1.0,46,344064,-0.03878755159385037,-3.0890727296471594,0.2,-0.04682517051696777,0.22647309303283691,1670,0.018853136763209478,0.0003,0.11973227,0.396630859375
7424,0.31313111,169,1.01,46,346112,-0.031765029295638667,-2.995181506127119,0.2,-0.04407726228237152,0.22186648845672607,1680,0.01804141507309396,0.0003,0.17643148,0.40654296875
7470,0.3148704299999999,170,1.0,46,348160,-0.028348780612577684,-3.0874754644930364,0.2,-0.046893343329429626,0.28241753578186035,1690,0.017456701881019398,0.0003,0.16757154,0.418701171875
7516,0.29699161999999996,171,1.0,46,350208,-0.03396563993155723,-3.0410446427762508,0.2,-0.07285170257091522,0.27336299419403076,1700,0.017595797742251305,0.0003,0.12894611,0.388916015625
7563,0.32192269,172,1.01,46,352256,-0.03325574092450552,-2.9529676593840124,0.2,-0.011784026399254799,0.23501837253570557,1710,0.017953371119801886,0.0003,0.12138259,0.39951171875
7609,0.32769750000000003,173,1.0,46,354304,-0.02964340333128348,-2.919185534119606,0.2,-0.05657569691538811,0.2365080714225769,1720,0.017998865255503916,0.0003,0.10335014,0.367724609375
7656,0.33667136,174,1.0,46,356352,-0.030027043152949774,-2.8827402889728546,0.2,-0.06123433634638786,0.25489938259124756,1730,0.018149424716830252,0.0003,0.108507164,0.389892578125
7701,0.31244724,175,1.0,46,358400,-0.029097653963253832,-2.8744686767458916,0.2,-0.053556207567453384,0.2690863013267517,1740,0.01741916472383309,0.0003,0.16116242,0.4025390625
7743,0.33129312,176,1.0,46,360448,-0.032757523011241574,-2.8740676239132883,0.2,-0.062280863523483276,0.2465687394142151,1750,0.018079400088754482,0.0003,0.160215,0.431103515625
7789,0.32628176,177,1.0,46,362496,-0.03210189926903695,-2.8133541770279407,0.2,-0.068424753844738,0.2507990002632141,1760,0.01779690864204895,0.0003,0.16869509,0.430078125
